商品ID,商品名稱,借/採,儲位,儲位庫存數,庫齡,區編,區名,館編,館名,長(cm),寬(cm),高(cm),重量(kg),(近)月銷量,(近)月-有揀貨單天數,(近)90日銷量,(近)90日-有揀貨單天數,供應商ID,供應商名稱,所屬PM,總庫存數,總庫存_迴轉天數,才數,材積別,樓層,儲位型態,大區編,大區名,儲位才數,儲位健康度,材積判斷,總才數,人工/自動,庫齡級距,重型架判斷
DMBL0L-A900K18QY-000,【ECOVACS 科沃斯】WINBOT mini2超薄窄拋光級擦窗機器人(防盜窗也能用/全屋立面皆可使用),借,80Q71003C,2,106,DMBL,掃地機,DMBL0L,ECOVACS 科沃斯,43,26,9,2.9,5,0,16,0,11238,聯強資訊(寄倉),蔡雅婷,2,0.4,0.372666667,2,8F,AGV層架,DM,家電,7.111111111,0.1048125,小材積,0.745333333,人工倉,<半年,AGV層架
DMBL0L-A900K86RQ-000,【ECOVACS 科沃斯】DEEBOT mini2全能掃拖機器人(超窄小任意穿梭/全能基站/毛髮不纏/更安靜),借,80N08049B,1,45,DFAP,循環保健,DFAP1K,保健活動贈品,44,36,38,10.31,0,0,0,0,11238,聯強資訊(寄倉),顏芳盈,1,99999,2.229333333,5,7F,重型層架,DF,保健,39.82222222,0.26296875,小材積,2.229333333,人工倉,<半年,重型層架-低
DMBL10-A900JYRT4-001,【福利品】ECOVACS DEEBOT X2 OMNI 全能方形掃拖機器人 L2 原廠盒裝,借,80N03038A,1,120,DMBL,掃地機,DMBL10,其它品牌,62,47,47,19,0,0,0,0,36445,創宇通訊,蔡雅婷,1,99999,5.072518519,7,7F,重型層架,DM,家電,39.82222222,0.316734561,大材積,5.072518519,人工倉,<半年,重型層架-低
DMBL1C-A900IM30C-000,Roborock 石頭科技 石頭掃地機器人 Qrevo C,採,80C2C048B,2,44,DMBL,掃地機,DMBL1C,roborock 石頭科技,43,56,39,16.5,176,0,526,0,36524,耀晶,蔡雅婷,205,1.16,3.478222222,6,2F東,落地儲位,DM,家電,45.51111111,0.152851563,小材積,6.956444444,人工倉,<半年,落地儲位
DMBL1C-A900JA04J-000,Roborock 石頭科技 掃地機器人Qrevo Curv2 Flow,採,80P04296X,4,39,DMBL,掃地機,DMBL1C,roborock 石頭科技,50,56,52,19.1,135,0,348,0,36524,耀晶,蔡雅婷,110,0.81,5.392592593,7,1F,自動化板式,DM,家電,46.66666667,0.462222222,大材積,21.57037037,自動化,<半年,自動化板式
DMBL1C-A900JM6KT-000,石頭科技掃拖機器人Q8 Max Pro(自動升降拖布/零纏繞邊刷/10000Pa大吸力),採,80N09035B,1,241,DRAN,TP-Link,DRAN5O,贈品/加購品,48,42,16,7,0,0,0,0,36524,耀晶,李康萍,1,99999,1.194666667,5,7F,重型層架,DR,零組件,39.82222222,0.03,小材積,1.194666667,人工倉,>=半年,重型層架-低
DMBL1C-A900JW2KR-000,Roborock 石頭科技掃地機器人 Qrevo L Pro,借,80N07050A,1,123,DYAL,三星旗艦,DYALAU,抽獎贈品,56,39,43,16,1,0,2,0,36524,耀晶,臧永豪(PM),1,1,3.478222222,6,7F,重型層架,DY,通訊,39.82222222,0.273458891,小材積,3.478222222,人工倉,<半年,重型層架-低
DMBL2D-A900IUV7G-000,eufy E25/E28掃地機器人耗材包,借,80C2C074C,10,289,DMBL,掃地機,DMBL2D,eufy,32,11,21,0.84,0,0,0,0,11927,展碁(寄倉),蔡雅婷,10,99999,0.273777778,2,2F東,落地儲位,DM,家電,45.51111111,0.141171875,小材積,2.737777778,人工倉,>=半年,落地儲位
DMBL5J-A900ITS8K-000,掃拖機器人專用地板清潔液,借,80N15036D,192,18,DMBL,掃地機,DMBL5J,Roborock 贈品區,20,6,6,0.53,42,0,121,0,36524,耀晶,蔡雅婷,233,5.55,0.026666667,1,7F,重型層架,DM,家電,45.51111111,0.326604818,小材積,5.12,人工倉,<半年,重型層架
DMBQ00-A900FLVBP-000,Panasonic 國際牌 變頻高效型除濕機 F-YV50LX,採,80C2C050B,4,70,DMBQ,除濕機,DMBQ00,Panasonic 除濕機,40,46,80,22.5,34,0,88,0,37650,台灣松下,葉俊辰,68,2,5.451851852,7,2F東,落地儲位,DM,家電,45.51111111,0.479166667,大材積,21.80740741,人工倉,<半年,落地儲位
DMBQ00-A900FLVBP-000,Panasonic 國際牌 變頻高效型除濕機 F-YV50LX,採,80P00986X,6,70,DMBQ,除濕機,DMBQ00,Panasonic 除濕機,40,46,80,22.5,34,0,88,0,37650,台灣松下,葉俊辰,68,2,5.451851852,7,1F,自動化板式,DM,家電,46.66666667,0.700952381,大材積,32.71111111,自動化,<半年,自動化板式
DMBQ00-A900K5B1B-000,Panasonic國際牌 8公升清淨除濕機F-Y16FH,採,80P10752X,7,70,DMBK,電鬍刀,DMBK54,飛利浦 PHILIPS,44,65,33,16.5,0,0,0,0,37650,台灣松下,陳泯喬,10,99999,3.495555556,6,1F,自動化板式,DM,家電,46.66666667,0.524333333,小材積,24.46888889,自動化,<半年,自動化板式
DMBQ08-A900J29Q9-000,SHARP 夏普 6L乾淨方MINI衣物乾燥美型除濕機 DW-P6HT-H 摩卡棕,採,80P00107X,10,7,DMBQ,除濕機,DMBQ08,SHARP夏普,31,27,51,10.8,30,0,66,0,11927,展碁(寄倉),葉俊辰,57,1.9,1.581,5,1F,自動化板式,DM,家電,46.66666667,0.338785714,小材積,15.81,自動化,<半年,自動化板式
DMBQ0C-A900JDRIS-000,【TATUNG 大同】3公升（L）電子式除濕機(TDH-012TAE),借,80N02003B,1,184,DMBQ,除濕機,DMBQ0C,TATUNG 大同,11.2,6.7,14.7,2.9,12,0,26,0,25922,大同,葉俊辰,1,0.08,0.040855111,1,7F,重型層架,DM,家電,39.82222222,0.168395729,小材積,0.040855111,人工倉,>=半年,重型層架-低
DMBQ0L-A900K7GZ7-000,【JJPRO 家佳寶】新一級能效6L除濕機★節能補助退稅(JPDH01B-6L),借,80P04527X,20,46,DPAF,冷暖空調,DPAF8Q,JJPRO,25,22,44.5,10,11,0,34,0,34924,JJPRO,劉靖,39,3.55,0.906481481,5,1F,自動化板式,DP,大家電3,46.66666667,0.388492063,小材積,18.12962963,自動化,<半年,自動化板式
DMBQ0O-A900JTABO-000,NWT威技 10L WiFi智慧除濕機 WDH-10EN,採,80C2B006C,20,4,DMBQ,除濕機,DMBQ0O,NWT 威技,28,33,57,12.5,253,0,760,0,33616,歐瑞普,葉俊辰,232,0.92,1.950666667,5,2F東,落地儲位,DM,家電,45.51111111,0.857226563,小材積,39.01333333,人工倉,<半年,落地儲位
DMBQ4L-A900IQV8B-000,ACER 宏碁墨爾本四輪對開胖胖行李箱(20吋)(顏色隨機),採,80D06025B,3,477,DMAU,清淨機,DMAU3C,Dyson清淨機全系列,27,29,59,4.48,0,0,2,0,40486,立元貿易,莊雅晴,12,99999,1.711,5,2F西,重型層架,DM,家電,31.28888889,0.503526278,小材積,5.133,人工倉,>=1年,重型層架-低
DMBR0S-A900HZCQ9-000,友情牌 82公升全機不鏽鋼四層紫外線烘碗機 PF-6567,採,80P11645X,8,8,DMBR,洗碗烘碗,DMBR0S,友情牌,49.5,41,72.5,17.25,17,0,32,0,32107,友情企業,楊培榆,11,0.65,5.449583333,7,1F,自動化板式,DM,家電,46.66666667,0.934214286,大材積,43.59666667,自動化,<半年,自動化板式
DMBR0V-A900GX5DF-000,名象 微電腦三層紫外線烘碗機 TT-929,借,80C2C037H,1,597,DMBR,洗碗烘碗,DMBR0V,名象,50,46,65,18,0,0,0,0,34750,富弘,楊培榆,1,99999,5.537037037,7,2F東,落地儲位,DM,家電,45.51111111,0.367276204,大材積,5.537037037,人工倉,>=1年,落地儲位
DMBR1D-A900FHCNH-000,德國Miele 洗碗粉Dishwasher powder,借,80N15002C,12,78,DMBR,洗碗烘碗,DMBR2I,專用洗劑,33,12,11,1.54,48,0,141,0,31354,嘉儀,楊培榆,17,0.35,0.161333333,1,7F,重型層架,DM,家電,45.51111111,0.198149414,小材積,1.936,人工倉,<半年,重型層架
DMBR1P-A900IUEA5-000,Panasonic國際牌 獨嵌式洗碗機 NP-DFB2K6,採,80P04718X,1,406,DMBR,洗碗烘碗,DMBR2K,國際牌 | 狂享回饋,68,66,92,50,0,0,0,0,37650,台灣松下,楊培榆,1,99999,15.29244444,8,1F,自動化板式,DM,家電,46.66666667,0.327695238,超大材,15.29244444,自動化,>=1年,自動化板式
DMBR24-A900JFSR7-000,小米 Xiaomi 桌上型洗碗機,借,80C2C033C,1,140,DMBR,洗碗烘碗,DMBR36,Xiaomi 小米,67,47,74,23.7,1,0,2,0,11927,展碁(寄倉),楊培榆,5,5,8.630592593,8,2F東,落地儲位,DM,家電,45.51111111,0.436370443,超大材,8.630592593,人工倉,<半年,落地儲位
DMCC0B-A900JQGAC-000,美國Honeywell 前置靜電棉濾網 PRF360TW 10入,借,80N23035B,3,101,DMCC,Honeywell,DMCC0B,贈品?加購,26,13,14,0.39,0,0,9,0,11374,恆隆行(EC1),莊雅晴,3,99999,0.175259259,1,7F,重型層架,DM,家電,39.82222222,0.013203125,小材積,0.525777778,人工倉,<半年,重型層架-低
DMCE0D-A900JAX3L-000,BLUEAIR 空氣清淨機澎澎雲朵床配件PetAir Pro P3i,借,80C2C070D,2,290,DMCE,Blueair,DMCE0D,贈品,56,12,36,0.7,0,0,1,0,11374,恆隆行(EC1),莊雅晴,2,99999,0.896,5,2F東,落地儲位,DM,家電,45.51111111,0.156867676,小材積,1.792,人工倉,>=半年,落地儲位
DMCI0L-A900KAGZO-000,3M HFRO 逆滲透膜濾心 CAR2(HFRO-D30-CAR2),採,80M49041E,1,4,DMCI,淨水設備,DMCI0L,3M 淨水器(官方直營),12,11,37,0.92,0,0,0,0,41455,宜德,林宛青,1,99999,0.180888889,1,7F,AGV層架,DM,家電,7.111111111,0.451291667,小材積,0.180888889,人工倉,<半年,AGV層架
DMCI0M-A900I5UL2-000,【德國BRITA官方】mypure pro X6櫥下瞬熱雙溫淨水組 (專利升級版),借,80N04040A,1,261,DMCI,淨水設備,DMCI0M,Brita(官方直營) ,47,45,62,15,0,0,0,0,30267,碧然德,林宛青,1,99999,4.856666667,7,7F,重型層架,DM,家電,39.82222222,0.285649182,大材積,4.856666667,人工倉,>=半年,重型層架-低
DMCI0M-A900JJRLW-000,【德國BRITA官方】mypure GR 600 RO 櫥下瞬熱雙溫淨水組 (專利升級版)+GR 600 RO濾芯,借,80C2C070A,2,261,DMCI,淨水設備,DMCI0M,Brita(官方直營) ,44,14,39,22,0,0,0,0,30267,碧然德,林宛青,4,99999,0.889777778,7,2F東,落地儲位,DM,家電,45.51111111,0.258071289,大材積,1.779555556,人工倉,>=半年,落地儲位
DMCK00-A900K5L1P-000,(贈品)BRAUN Blueair Blue Mini Max空氣清淨機,借,80N07040A,10,65,DMCK,德國百靈,DMCK00,全系列商品,34,20,20,1.8,5,0,10,0,11374,恆隆行(EC1),陳泯喬,10,2,0.503703704,2,7F,重型層架,DM,家電,39.82222222,0.219075521,小材積,5.037037037,人工倉,<半年,重型層架-低
DNAA1K-A9006SSPS-000,超異能10號房 DVD ,借,80L30016A,2,54,DNAA,影音,DNAA1K,歐美影集 ,20,13,4,0.25,0,0,1,0,12528,台聖,林莛蓁,2,99999,0.038518519,1,6F,AGV層架,DN,書店DVD,7.111111111,0.032354167,小材積,0.077037037,人工倉,<半年,AGV層架
DNAA56-A58345782-000,四國八十八名寺巡禮 DVD,借,80M53008C,1,129,DNAA,影音,DNAA35,紀錄片,15,19,2,0.13,0,0,0,0,12528,台聖,林莛蓁,3,99999,0.021111111,1,7F,AGV層架,DN,書店DVD,1.333333333,0.160416667,小材積,0.021111111,人工倉,<半年,AGV層架
DPAC6F-A900A7KO4-000,Wellway Minibar 40L 無聲節能環保小冰箱 XC-40C (玻璃門),借,80N04006A,1,12,DPAC,冰箱,DPACDM,行動/電子/環保冰箱,48,45,60,0.01,1,0,4,0,31171,十圖企業,陳緯倫,2,2,4.8,7,7F,重型層架,DP,大家電3,39.82222222,0.234642857,大材積,4.8,人工倉,<半年,重型層架-低
DPAC6F-A900A7KPF-000,Wellway Minibar 30L 無聲節能環保小冰箱XC-30C (玻璃門),借,80N02005E,2,12,DPAC,冰箱,DPACDM,行動/電子/環保冰箱,49,45,54,18,3,0,3,0,31171,十圖企業,陳緯倫,2,0.67,4.41,6,7F,重型層架,DP,大家電3,45.51111111,0.413017578,小材積,8.82,人工倉,<半年,重型層架
DPAC6U-A900HDOOL-000,旋轉式調味瓶四入組,借,80M30073E,1,269,DPAC,冰箱,DPAC6U,冰/贈品,12,12,11,0.68,0,0,0,0,34679,數碼波,陳緯倫,1,99999,0.058666667,1,7F,AGV層架,DP,大家電3,7.111111111,0.00825,小材積,0.058666667,人工倉,>=半年,AGV層架
DPAD0O-A900J2MGA-000,BenQ 32型 追劇護眼Google TV E32-335,採,80E08006A,1,30,DPAD,電視,DPAD0O,BenQ,79,11.5,45,6,13,0,89,0,11927,展碁(寄倉),施順卿,1,0.08,1.514166667,6,3F,重型層架,DP,大家電3,39.82222222,0.516306269,小材積,1.514166667,人工倉,<半年,重型層架-低
DPAD1G-A90079BMA-000,EShine ESB-035可調角度液晶電視壁掛架,借,80Q71004C,1,427,DPAD,電視,DPADY2,電視壁掛架,30,20,4,10,10,0,10,0,13170,伊祥,施順卿,1,0.1,0.088888889,1,8F,AGV層架,DP,大家電3,7.111111111,0.045166667,小材積,0.088888889,人工倉,>=1年,AGV層架
DPAD1G-A900AQNKO-000,【易控王】AW-03 固定式 液晶電視壁掛架60x40cm(10-605),借,80Q79004B,1,40,DPAD,電視,DPAD1G,大通影音專區,12,72,4,5,5,0,20,0,30590,鼎炬,施順卿,1,0.2,0.128,4,8F,AGV層架,DP,大家電3,7.111111111,0.081020833,小材積,0.128,人工倉,<半年,AGV層架
DPAD5W-A900IUEU8-000,MAJORITY Teton 2.1聲道家庭劇院藍牙聲霸,採,80D06048B,1,287,DPAE,投影機,DPAE0Q,ViewSonic優派,96,18,18,2.3,2,0,2,0,10088,群光電子,宋梵偉,1,0.5,1.152,6,2F西,重型層架,DP,大家電3,31.28888889,0.308863636,小材積,1.152,人工倉,>=半年,重型層架-低
DPADEX-A900BYUU5-000,志佳16吋高畫質可攜式數位行動電視,借,80N07016B,2,21,DPAD,電視,DPADEX,32吋以下,41,35,9,1.83,2,0,8,0,12194,瑞迪,施順卿,2,1,0.478333333,2,7F,重型層架,DP,大家電3,39.82222222,0.138242188,小材積,0.956666667,人工倉,<半年,重型層架-低
DPADF8-A900JJZDR-000,Philips 飛利浦 WiZ 漸變全彩落地燈(PW027),借,80D07025A,3,64,DPAD,電視,DPADF8,智慧全彩氛圍燈,15,15,144,2.66,2,0,6,0,4036,台閔科技,施順卿,3,1.5,1.2,7,2F西,落地儲位,DP,大家電3,45.51111111,0.700421549,大材積,3.6,人工倉,<半年,落地儲位
DPADJW-A90078N1U-000,【NB】17-27吋氣壓式液晶螢幕壁掛架 /F120,借,80N01065B,1,128,DPAD,電視,DPADY2,電視壁掛架,36,7,17,1.25,0,0,4,0,33861,馬艾,施順卿,1,99999,0.158666667,1,7F,重型層架,DP,大家電3,39.82222222,0.170437128,小材積,0.158666667,人工倉,<半年,重型層架-低
DPADJW-A90078NAT-000,【NB】17-27吋氣壓式液晶螢幕壁掛架/F150,借,80Q64005C,2,94,DPAD,電視,DPADY2,電視壁掛架,23,33,8,5,0,0,0,0,33861,馬艾,施順卿,2,99999,0.224888889,2,8F,AGV層架,DP,大家電3,7.111111111,0.357015625,小材積,0.449777778,人工倉,<半年,AGV層架
DPADKO-A900IXKK9-000,藍光博士22吋淡玫瑰高效能頂級抗藍光護目鏡 JN-22PLR,借,80Q82005B,2,127,DPAD,電視,DPADKO,　藍光博士,52,5,37,0.26,0,0,2,0,34750,富弘,施順卿,2,99999,0.356296296,5,8F,AGV層架,DP,大家電3,7.111111111,0.300208333,小材積,0.712592593,人工倉,<半年,AGV層架
DPADWF-A900FMVEV-000,【NB】2022最新款 32-75吋可移動式液晶電視立架/ AVA1500-60-1P,借,80C2A010A,5,18,DPAD,電視,DPADY2,電視壁掛架,61,94,13,15,76,0,217,0,33861,馬艾,施順卿,140,1.84,2.760814815,7,2F東,落地儲位,DP,大家電3,45.51111111,0.303312174,大材積,13.80407407,人工倉,<半年,落地儲位
DPAE04-A82843243-000,100吋席白壁掛布幕,借,80C2C044A,10,4,DPAE,投影機,DPAE92,贈品館,225,12,11,7,5,0,10,0,11927,展碁(寄倉),宋梵偉,10,2,1.1,8,2F東,落地儲位,DP,大家電3,45.51111111,0.241699219,超大材,11,人工倉,<半年,落地儲位
DPAE04-A900AG9GJ-000,EPSON 4K PRO-UHD 家庭劇院投影機 EH-TW7000,借,80N02001B,1,129,DPAE,投影機,DPAE04,EPSON愛普生,49,23,50,8.6,0,0,0,0,11927,展碁(寄倉),宋梵偉,2,99999,2.087037037,6,7F,重型層架,DP,大家電3,39.82222222,0.274228981,小材積,2.087037037,人工倉,<半年,重型層架-低
DPAE04-A900FLWDW-000,Epson CO-W01 WXGA高亮彩3LCD住商兩用投影機,借,80E04024E,3,4,DPAE,投影機,DPAE04,EPSON愛普生,33,39,16,3.8,3,0,6,0,11927,展碁(寄倉),宋梵偉,3,1,0.762666667,2,3F,重型層架,DP,大家電3,45.51111111,0.31088501,小材積,2.288,人工倉,<半年,重型層架
DPAE04-A900GD0SO-000,Epson 4K智慧劇院遊戲機 EH-TW6250,借,80E04024E,2,4,DPAE,投影機,DPAE04,EPSON愛普生,46,35,21,5.78,2,0,2,0,11927,展碁(寄倉),宋梵偉,2,1,1.252222222,5,3F,重型層架,DP,大家電3,45.51111111,0.31088501,小材積,2.504444444,人工倉,<半年,重型層架
DPAE04-A900JUTT7-000,EPSON EF-62B 4K 迷你智慧投影機 夜曲黑,借,80Q75005A,2,65,DPAE,投影機,DPAE04,EPSON愛普生,26,33,26,5.6,1,0,4,0,11927,展碁(寄倉),宋梵偉,2,2,0.826222222,2,8F,AGV層架,DP,大家電3,7.111111111,0.374125,小材積,1.652444444,人工倉,<半年,AGV層架
DPAE0C-A900E08N1-000,OPTOMA 奧圖碼 Full-HD 3D劇院級投影機 EH412,借,80C2C039F,1,241,DPAE,投影機,DPAE0C,Optoma奧圖碼,39,16,34,3.8,1,0,2,0,38995,奧圖碼,宋梵偉,1,1,0.785777778,2,2F東,落地儲位,DP,大家電3,45.51111111,0.565800781,小材積,0.785777778,人工倉,>=半年,落地儲位
DPAE0C-A900J3HH0-000,OPTOMA 奧圖碼 4K UHD 3LED投影機 Photon Life PK31,借,80N07011B,2,17,DPAE,投影機,DPAE0C,Optoma奧圖碼,24,22,13,4,2,0,7,0,38995,奧圖碼,宋梵偉,2,1,0.254222222,1,7F,重型層架,DP,大家電3,39.82222222,0.090208333,小材積,0.508444444,人工倉,<半年,重型層架-低
DPAE0C-A900J7RGV-000,卡色式 100吋 4:3壁掛布幕,借,80D07060A,4,45,DPAE,投影機,DPAE0C,Optoma奧圖碼,226,17,16,7.23,10,0,26,0,38995,奧圖碼,宋梵偉,29,2.9,2.276740741,8,2F西,落地儲位,DP,大家電3,45.51111111,0.990074056,超大材,9.106962963,人工倉,<半年,落地儲位
DPAE0J-A900A83GW-000,【易控王】送背袋 投影機布幕 便攜式布幕 桌上布幕 40吋 16:9 穩定直立 無需支撐 (20-415),借,80C2C033A,1,146,DPAE,投影機,DPAE0J,80吋以下布幕,102,8,8,1.88,1,0,2,0,30590,鼎炬,宋梵偉,1,1,0.241777778,5,2F東,落地儲位,DP,大家電3,45.51111111,0.133401693,小材積,0.241777778,人工倉,<半年,落地儲位
DPAE0R-A900EOHLY-000,Predator 4K UHD LED 電競投影機 GD711,借,80D01049B,1,623,DPAE,投影機,DPAE0R,Acer宏碁,39,16,33,5,0,0,1,0,11927,展碁(寄倉),宋梵偉,1,99999,0.762666667,2,2F西,重型層架,DP,大家電3,31.28888889,0.282536695,小材積,0.762666667,人工倉,>=1年,重型層架-低
DPAE6Z-A900JIC3E-000,Warpple 短焦智慧投影機 LA6(支援4K解碼/20W獨立音響/雙麥K歌系統/靈動雲台),採,80P06612X,96,257,DPAE,投影機,DPAE6Z,OVO,20,17,26,1.49,25,0,47,0,11663,金門電器,宋梵偉,165,6.6,0.327407407,2,1F,自動化板式,DP,大家電3,46.66666667,0.67352381,小材積,31.43111111,自動化,>=半年,自動化板式
DPAE6Z-A900K13XA-000,【OVO】Hami Video 電視運動館90天,借,80O01009I,100,81,DPAE,投影機,DPAE6Z,OVO,10,7,0.01,0.02,0,0,0,0,31415,展雋,宋梵偉,100,99999,2.59259E-05,1,7F,鐵櫃,DP,大家電3,0.168888889,0.015350877,小材積,0.002592593,人工倉,<半年,鐵櫃
DPAF0H-A9008YG43-000,【Dr.AV】AR-09YR 大同、東芝、新禾、華菱 變頻 專用冷氣遙控器(窗型、分離式、變頻皆適用),借,80Q76002A,25,351,DPAF,冷暖空調,DPAF0H,遙控器/週邊,22,11,3,0.13,3,0,5,0,18101,聖岡科技,劉靖,25,8.33,0.026888889,1,8F,AGV層架,DP,大家電3,7.111111111,0.24978125,小材積,0.672222222,人工倉,>=半年,AGV層架
DPAF0I-A900EOX10-000,【WIDE VIEW】65-113cm伸縮免打孔空調擋風板(PXX56-S),借,80Q83005F,3,114,DPAF,冷暖空調,DPAF0I,濾網/清潔劑/檔版,63,18,4,0.59,0,0,0,0,27548,智億國際,劉靖,3,99999,0.168,4,8F,AGV層架,DP,大家電3,7.111111111,0.2585625,小材積,0.504,人工倉,<半年,AGV層架
DPAF0I-A900J5H6A-000,冷氣檔板 伸縮空調擋風板,借,80N08029B,5,51,DPAF,冷暖空調,DPAF0I,濾網/清潔劑/檔版,57,5,16,0.5,0,0,2,0,33207,同鑫國際,劉靖,5,99999,0.168888889,4,7F,重型層架,DP,大家電3,39.82222222,0.055558036,小材積,0.844444444,人工倉,<半年,重型層架-低
DPAF0I-A900J64ZH-000,【3M】靜電空氣濾網輕巧捲筒裝-病毒過濾型 /  9809-SRTC ,採,80C2C055A,15,353,DPAF,冷暖空調,DPAFFT,萬士益冷氣,46,13,9,0.2,23,0,135,0,11927,展碁(寄倉),劉靖,15,0.65,0.199333333,4,2F東,落地儲位,DP,大家電3,45.51111111,0.182237549,小材積,2.99,人工倉,>=半年,落地儲位
DPAF12-A900K0U2I-000,PHILIPS 9公升水冷扇 ACR3142C,借,80N04052C,5,95,DPAF,冷暖空調,DPAF12,入倉贈品,45,36,85,9.6,0,0,0,0,35230,尼羅河,劉靖,5,99999,5.1,7,7F,重型層架,DP,大家電3,45.51111111,0.560302734,大材積,25.5,人工倉,<半年,重型層架
DPAF40-A900A4NE1-000,日立 變頻冷暖 雙吹窗型冷氣RA-69NV,採,80N50057C,1,737,DPAF,冷暖空調,DPAFA2,分離式,77,61,100,96,0,0,0,0,33797,日立冷氣,劉靖,1,99999,17.3962963,8,7F,重型層架,DP,大家電3,45.51111111,0.382242839,超大材,17.3962963,人工倉,>=2年,重型層架
DPAF8Q-A900K7GYR-000,JJPRO 家佳寶 通過BSMI認證 5-7坪 R32 9000Btu多功能移動式冷氣機/空調(JPAC07),借,80P03444X,8,46,DPAF,冷暖空調,DPAF8Q,JJPRO,36,33,88,26,11,0,52,0,34924,JJPRO,劉靖,20,1.82,3.872,7,1F,自動化板式,DP,大家電3,46.66666667,0.663771429,大材積,30.976,自動化,<半年,自動化板式
DPAI2V-A900K2JYV-001,【歌林】分離式無線洗衣杯,借,80N07030A,5,15,DPAI,洗衣機,DPAI2N,隨身型/手持式/便攜式,28,21,20,1.44,11,0,17,0,33207,同鑫國際,王貞云,5,0.45,0.435555556,2,7F,重型層架,DP,大家電3,39.82222222,0.176478795,小材積,2.177777778,人工倉,<半年,重型層架-低
DPAI3D-A900B8JCO-000,ECONAVI-8 7-11 1000元商品卡,採,80O01007H,1,281,DPAC,冰箱,DPAC6U,冰/贈品,10,6,1,0.01,0,0,0,0,37650,台灣松下,陳緯倫,1,99999,0.002222222,1,7F,鐵櫃,DP,大家電3,0.168888889,0.024122807,小材積,0.002222222,人工倉,>=半年,鐵櫃
DPAI3D-A900IFU6A-000,Whirlpool惠而浦 20公升電子式微波爐 AKM2064ES,採,80N08057B,1,539,DDDE,寶拉珍選,DDDE1E,交換贈品,49,38,28,12.5,0,0,0,0,11927,展碁(寄倉),高心榆,1,99999,1.930962963,5,7F,重型層架,DD,保養,39.82222222,0.063723958,小材積,1.930962963,人工倉,>=1年,重型層架-低
DPAI3D-A900K6ASQ-000,SAMPO聲寶 KQ-YB10D 日式蒸煮美食鍋,借,80N02051A,24,58,DPAI,洗衣機,DPAI3D,贈品,19,16,16,1,0,0,0,0,10265,凱創,王貞云,144,99999,0.180148148,1,7F,重型層架,DP,大家電3,39.82222222,0.255892857,小材積,4.323555556,人工倉,<半年,重型層架-低
DQAU85-A900HM260-000,【ikloo】大容量拉門三層鞋櫃 翻斗鞋櫃 (木質鞋櫃 掀門鞋櫃 收納),借,80D07063A,1,337,DQCD,櫃子/層架,DQCD0C,鞋櫃/鞋架 ,38,14,118,21.07,0,0,0,0,32004,輝庭,余燦翎,1,99999,2.325037037,7,2F西,落地儲位,DQ,居家,45.51111111,0.159498698,大材積,2.325037037,人工倉,>=半年,落地儲位
DQAU92-A900HR7P0-004,3M 無痕 極淨防水收納系列三角置物架 置物籃 收納架 毛巾架 免釘免鑽 任選賣場,採,80M50005E,2,66,DQAU,收納用品,DQAUM9,衛浴收納架,65.7,10.7,7,0.39,4,0,13,0,27279,3M,王瑋婷,3,0.75,0.182256667,4,7F,AGV層架,DQ,居家,7.111111111,0.134978438,小材積,0.364513333,人工倉,<半年,AGV層架
DQAUDB-A900HLKNR-000,《Umbra》Bellwood雨傘收納架(黑),借,80R05042A,1,134,DQCD,櫃子/層架,DQCD0E,傘架,70,29,8,2.89,0,0,0,0,25927,喜平方,余燦翎,1,99999,0.601481481,5,8F,重型層架,DQ,居家,18.48888889,0.602211538,小材積,0.601481481,人工倉,<半年,重型層架-低
DQAUFT-A900JYNCW-000,JIAGO 置物箱 整理箱 可折疊透明收納箱,借,80K03044B,3,79,DQAU,收納用品,DQAUFT,收納置物籃,47,34,8,1.86,0,0,0,0,37288,立源國際,王瑋婷,3,99999,0.473481481,4,6F,重型層架,DQ,居家,18.48888889,0.228517628,小材積,1.420444444,人工倉,<半年,重型層架-低
DQAUKI-A900GITGD-000,【Store up 收藏】日式簡約 白色系 碳鋼製免組裝拖鞋架(AD415),借,80K04050A,2,14,DQCD,櫃子/層架,DQCD0C,鞋櫃/鞋架 ,22,19,66,1.31,2,0,6,0,32333,嘀?小舖,余燦翎,2,1,1.021777778,5,6F,重型層架,DQ,居家,18.48888889,0.495240385,小材積,2.043555556,人工倉,<半年,重型層架-低
DQAY02-A900KAU6W-001,hoi x 日京山風-香氛賦活洗髮露500ml,借,80M08074C,10,11,DQAY,hoi!好好生活,DQAY02,hoi! x 日京山風,19,6.5,6.5,0.6,0,0,0,0,41299,好好生活,趙君婷,10,99999,0.029731481,1,7F,AGV層架,,,7.111111111,0.168695313,小材積,0.297314815,人工倉,<半年,AGV層架
DQBA5G-A900J2N1V-000,BOSCH 18V 免碳刷割草機 GRT 18V-40 (單機),借,80D04030A,1,36,DQBA,BOSCH,DQBA5G,Bosch│園藝工具,109,35,33.5,8.75,1,0,5,0,31341,台灣羅伯特,陳洺欽(PM),1,1,4.733425926,7,2F西,重型層架,DQ,居家,31.28888889,0.54866063,大材積,4.733425926,人工倉,<半年,重型層架-低
